_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,DEP_AMORT_EXP_OPS,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,DISP_TRNFR,CASH,MARKETABLE_SEC,OTH_CURR_ASSETS,TOT_CURR_ASSETS,LIMITED_USE_CASH,LIMITED_USE_INV,LIMITED_USE_OTHER_ASSETS,TOT_LIMITED_USE_ASSETS,TOT_PPE,ACCU_DEP_AMORT,NET_TOT_PPE,CONST_IN_PROGRESS,TOT_INV_AND_OTH_ASSETS,TOT_INTANGIBLE_ASSETS,TOT_ASSETS,CAP_EXP,CURR_LIABILITIES,CURR_MAT_LT_DEBT,TOT_CURR_LIABILITIES,TOT_DEF_CREDITS,TOT_LT_DEBT,CURR_MATURITIES,NET_TOT_LT_DEBT,TOT_LIABILITIES,TOT_EQUITY,TOT_LIABILITY_AND EQUITY
125,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,,323-644-2000,1891 EFFIE STREET,LOS ANGELES,90026,PHIL WONG,55,55,55,0,0,0,0,39,0,5,0,0,0,44,0,0,0,0,0,3209,0,41,0,0,0,3250,0,0,0,0,0,20961,0,8787,0,0,0,29748,0,0,0,0,4638247,0,59261,0,0,0,4697508,0,0,0,0,5156398,0,2542772,0,0,0,7699170,0,0,0,0,0,-34864,1364332,0,45469,0,0,0,0,0,0,0,1374937,0,0,0,0,0,0,0,0,0,8430313,0,2591428,0,0,0,11021741,98240,12932349,180,189498,298324,0,0,0,0,0,5532964,8690221,12881618,27104803,0,0,761270,761270,26874393,16019760,10854633,390401,925000,0,40036107,16001,6411950,1273297,7685247,3227218,6989246,1273297,5715949,16628414,23407693,40036107
126,106270777,GEORGE L. MEE MEMORIAL HOSPITAL,20242,04/01/2024,06/30/2024,Open,Monterey,08 - Mid-Coast,709,Non Profit Corp.,Comparable,Rural,831-385-6000,300 CANAL STREET,KING CITY,93930,RENA SALAMACHA,73,73,73,35,7,5,30,0,0,9,0,0,3,89,0,2433,55,18,742,0,0,123,0,0,5,3376,0,4012,514,775,20619,0,0,5867,0,42,493,32322,4617991,509542,373673,2048126,0,0,739507,0,0,32385,8321224,7705104,749997,1996778,28690942,0,0,9774959,0,65311,1092426,50075517,1279224,7430091,716499,1477144,17762186,-94858,0,0,9835931,0,0,40069,0,0,0,145408,38591694,0,0,0,0,0,4893004,543040,988165,12976884,0,0,678534,0,25241,-299821,19805047,443031,17683809,390814,0,131135,0,0,0,0,0,8213129,32150874,569167,40933170,0,0,0,0,56079766,38014743,18065023,4093550,126065,0,63217808,572005,6966172,245274,7211446,0,1151409,245274,906135,8117581,55100227,63217808
127,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,909,Non Profit Corp.,Comparable,,818-502-1900,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,JILL WELTON,304,227,144,710,357,386,812,0,0,7,299,37,18,2626,0,4045,1547,2177,3024,0,0,38,944,136,75,11986,0,3270,1401,466,7578,0,0,96,3800,560,100,17271,77100106,37073273,18210154,68159350,0,0,596743,22851628,2972471,660102,227623827,28983038,14734777,2328619,51158017,0,0,1440339,21726365,3263266,74728,123709149,3804676,83547159,41603163,13064074,104040935,-2183450,0,0,1653476,28718447,0,2708107,0,0,0,9507505,286464092,0,4049190,0,41777,4090967,19643242,7691265,9266628,17989992,0,0,239030,13747910,134363,247421,68959851,816266,82293209,2565117,0,794555,0,0,0,0,0,0,0,76067904,76067904,0,0,0,0,151812991,32439708,119373283,9904054,39793649,0,245138890,799883,98894116,1771164,100665280,255777,478197540,1771164,476426376,577347433,-332208543,245138890
128,106190328,GLENDORA HOSPITAL,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,915,Investor - Corp.,Comparable,,626-852-5000,150 W ROUTE 66,GLENDORA,91740,DOUGLAS MACKAY,63,63,63,168,141,0,0,0,0,97,0,3,0,409,0,2549,2065,0,0,0,0,938,0,43,0,5595,0,742,0,0,0,0,0,260,0,0,0,1002,5614484,3781809,0,0,0,0,2135076,0,47659,0,11579028,496860,0,0,0,0,0,198000,0,0,0,694860,0,3105053,1647652,0,0,0,0,0,1191357,0,0,41036,0,0,0,0,5985098,0,0,0,0,0,3006291,2134157,0,0,0,0,1141719,0,6623,0,6288790,9343,5291940,255016,0,133649,0,0,0,0,0,7430342,0,4439070,11869412,0,0,0,0,23994503,2073966,21920537,2275639,1454344,1753704,39273636,127229,1117029,946945,2063974,0,29761995,946945,28815050,30879024,8394612,39273636
129,106110889,GLENN MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,Glenn,01 - Northern California,223,Investor - Corp.,Comparable,Rural,530-934-1800,1133 WEST SYCAMORE STREET,WILLOWS,95988,BARBARA RYDGREN,47,25,25,34,0,3,15,0,0,2,0,0,0,54,0,1534,0,51,165,0,0,27,0,0,0,1777,0,4321,0,921,4263,0,0,1085,0,0,298,10888,5023516,0,182105,823323,0,0,173133,0,0,0,6202077,3378588,0,1290699,2991445,0,0,702671,0,0,253335,8616738,522632,4169705,0,1137684,634003,0,0,0,221229,0,0,0,0,0,0,0,6685253,0,0,0,0,0,4232399,0,335120,3180765,0,0,654575,0,0,-269297,8133562,44533,8475929,45256,0,0,0,0,0,0,0,2125620,0,23376696,25502316,0,0,0,0,7396543,7216451,180092,0,0,0,25682408,0,6725019,0,6725019,0,27841395,0,27841395,34566414,-8884006,25682408
130,106420483,GOLETA VALLEY COTTAGE HOSPITAL,20242,04/01/2024,06/30/2024,Open,Santa Barbara,10 - Santa Barbara/Ventura,807,Non Profit Corp.,Comparable,,805-967-3411,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,48,24,8,171,21,1,26,0,0,9,48,0,5,281,0,391,72,1,63,0,0,22,92,0,5,646,0,7349,609,439,3576,0,0,325,5428,169,138,18033,13254349,1594079,75774,1521209,0,0,821104,3309706,0,766662,21342883,31857727,2590633,1749577,13037114,0,0,3306992,23758972,397686,804571,77503272,617219,36756307,3301070,1603612,11523374,0,0,0,3694190,3531627,0,1050742,0,0,0,1208636,63286777,0,0,0,0,0,8108881,883641,221739,3034948,0,0,433906,22517801,0,358462,35559378,197428,25319206,1832668,1066835,3534345,0,0,0,0,0,26580230,100231166,31376936,158188332,0,0,0,0,163716122,77425021,86291101,20001869,45300587,0,309781889,2930455,14247561,217179,14464740,442440,1216859,217179,999680,15906860,293875029,309781889
131,106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,20242,04/01/2024,06/30/2024,Open,Kern,09 - Central,617,Investor - Ptnr.,Comparable,,661-215-7500,901 OLIVE DRIVE,BAKERSFIELD,93308,JAGDEEP DILLON,64,64,55,123,7,614,70,10,0,53,0,0,1,878,0,615,71,2396,209,112,0,398,0,0,4,3805,0,1500,84,151,9625,0,0,557,0,0,85,12002,4763630,213870,13132991,3632602,424272,0,1946432,0,0,18631,24132428,756381,25454,34202,3169395,0,0,326007,0,0,28976,4340415,7263,3816039,156073,7569739,2639649,-945000,151160,0,1681734,0,0,0,0,0,0,13087,15089744,0,0,0,0,0,1696709,83251,6542454,4162348,273112,0,590705,0,0,34520,13383099,165531,10562210,199001,0,50000,0,0,0,0,0,7721567,0,5478397,13199964,0,0,0,0,9803527,8004524,1799003,0,0,0,14998967,23414,7682893,4993448,12676341,0,26097775,4993448,21104327,33780668,-18781701,14998967
132,106190392,GOOD SAMARITAN HOSPITAL - LA,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,,213-977-2121,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,JAMES R. WEST,408,359,160,668,521,158,1347,0,0,8,324,87,0,3113,0,3663,2677,916,5299,0,0,24,1290,404,0,14273,0,2627,1685,806,7485,0,0,220,3157,1722,0,17702,74800385,56920589,17313679,93148202,0,0,614936,31026887,8323565,0,282148243,28988464,20662766,4953463,55278499,0,0,1571247,31914206,9782107,0,153150752,3260253,86255820,65060168,14339576,126350978,0,0,0,2058320,48023527,0,10559085,0,0,0,7018640,362926367,-1496618,713975,0,0,-782643,16796546,10461449,7748556,21602073,0,0,110540,14497258,373563,0,71589985,1944255,86461806,1856624,0,2293165,0,0,0,0,0,815339,0,150096655,150911994,0,0,9383179,9383179,339619093,36644744,302974349,15042345,14237159,0,492549026,2887919,103868104,0,103868104,39029846,28727202,0,28727202,171625152,320923874,492549026
133,106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,20242,04/01/2024,06/30/2024,Open,Santa Clara,07 - Santa Clara,431,Investor - Ptnr.,Comparable,,408-559-2011,2425 SAMARITAN DRIVE,SAN JOSE,95124,PATRICK ROHAN,474,338,336,1103,705,36,392,0,0,73,1515,10,106,3940,0,7029,4174,289,1639,0,0,528,6290,40,385,20374,0,8537,3445,245,4977,0,0,775,14827,364,1598,34768,408747510,246610227,17611954,92638187,0,0,37662687,330588620,2200649,20592765,1156652599,209583867,90418866,4477269,89872008,0,0,18796459,278406854,6011424,15199842,712766589,8629474,583442507,323466884,21149661,181550586,0,0,0,44034298,515823922,0,5169695,0,0,0,3462174,1686729201,0,0,0,0,0,34638168,13231925,939562,959609,0,0,12106648,90210922,3042378,27560775,182689987,88446,155085822,6344385,7343854,23775579,0,0,0,0,0,5130,0,1058336679,1058341809,0,0,0,0,517581811,347685355,169896456,10862922,0,26591881,1265693068,12938667,102897077,144258,103041335,0,365207,144258,220949,103262284,1162430784,1265693068
134,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,913,Investor - Ptnr.,Comparable,,626-579-7777,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,STANLEY TOY,117,117,117,124,101,51,199,0,0,0,32,0,15,522,0,851,745,574,1666,0,0,0,139,0,54,4029,0,271,291,444,4132,0,0,69,417,13,605,6242,11381610,9021359,6842219,21004995,0,0,0,1610282,0,406866,50267331,3687390,3570280,2634751,17037237,0,0,234701,2587759,37561,2151747,31941426,1543112,12476648,10416336,7131372,34810476,-2491137,0,0,201664,3168717,0,37561,0,0,0,900368,68195117,0,1741743,0,0,1741743,2592351,2175303,4836734,4973500,0,0,33038,1029324,0,115133,15755383,27949,17271105,145462,0,114831,0,0,0,0,0,26090914,0,8778054,34868968,0,0,0,0,11340041,4312453,7027588,4744185,0,16628,46657369,2348975,23281037,0,23281037,100000,21477,0,21477,23402514,23254855,46657369
135,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,20242,04/01/2024,06/30/2024,Open,San Benito,08 - Mid-Coast,701,District,Comparable,Rural,831-637-5711,911 SUNSET DRIVE,HOLLISTER,95023,MARY CASILLAS,144,136,103,181,29,34,228,0,0,12,63,0,9,556,51,1066,110,700,6305,0,0,158,187,0,178,8704,7346,8633,1787,981,18022,0,2,1996,8809,35,854,41119,7294327,2348297,2109181,12993884,0,0,677423,3570590,0,556567,29550269,22901149,4997009,2339099,31260679,0,3856,5095527,16334657,61778,1307087,84300841,5084746,20392838,5818778,1734455,28037970,-378745,0,1039,3116773,10181997,0,132196,0,0,0,295945,74417992,0,0,0,0,0,9785631,1526080,2461876,16462968,0,2817,2252883,7878368,1490,-938995,39433118,1779075,37066056,956711,3781781,1399094,0,0,0,0,0,35254150,0,28460079,63714229,18593,4072225,0,4090818,148054786,94409166,53645620,1243050,0,18683437,141377154,768575,26925657,1416889,28342546,36485864,38601400,1416889,37184511,102012921,39364233,141377154
136,106490964,HEALDSBURG HOSPITAL,20242,04/01/2024,06/30/2024,Open,Sonoma,03 - North Bay,401,Investor - Corp.,Comparable,Rural,707-431-6500,1375 UNIVERSITY STREET,HEALDSBURG,95448,DARIAN HARRIS,43,35,25,52,26,12,62,0,0,0,7,7,6,172,23,232,106,275,1365,0,0,0,18,37,12,2045,1726,2601,1075,213,1953,0,0,144,2322,22,121,8451,1616191,731020,1617727,7165323,0,0,0,229984,319965,121455,11801665,11710848,4644462,1008562,9302850,0,0,869855,8069178,74116,416052,36095923,4012421,8757052,3722209,1755725,6452674,0,0,0,205337,2819980,0,401190,0,0,0,2161799,30288387,0,0,0,0,0,4233489,1610284,617128,9119193,0,0,257011,1242121,0,529975,17609201,1140579,17609273,442704,1057682,111559,0,0,0,0,0,13366462,0,44536052,57902514,0,0,0,0,17514266,7543225,9971041,1534938,1892942,0,71301435,0,6983222,0,6983222,480,1515779,0,1515779,8499481,62801954,71301435
137,106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1015,Investor - Corp.,Comparable,,714-289-2400,393 S. TUSTIN STREET,ORANGE,92866,ROBERTA CONSOLVER,27,27,27,0,0,6,14,0,0,0,2,0,0,22,0,0,0,197,1671,0,0,0,30,0,0,1898,0,0,0,0,396,0,0,0,712,0,0,1108,0,0,1198782,10181427,0,0,0,68053,0,0,11448262,0,0,0,222731,0,0,0,395829,0,0,618560,38364,0,0,813561,8026277,0,0,0,0,296665,0,0,0,0,0,0,9174867,0,0,0,0,0,0,0,385221,2377881,0,0,0,128853,0,0,2891955,1186311,3599549,125705,0,18010,0,0,0,0,0,2741073,0,3257187,5998260,0,0,0,0,387113,158934,228179,0,283505,4953565,11463509,34628,1047644,7424,1055068,0,7424,7424,0,1055068,10408441,11463509
138,106331194,HEMET GLOBAL MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,Riverside,12 - Inland Counties,1109,Investor - Corp.,Comparable,,951-652-2811,1117 EAST DEVONSHIRE,HEMET,92543,PETER BARONOFF,417,309,309,343,712,105,504,0,0,45,210,0,32,1951,0,1724,3427,729,3387,0,0,231,1135,0,85,10718,0,1249,3085,842,7064,0,0,519,1107,0,1029,14895,21949077,47901813,8738169,36736973,0,0,3414178,8456426,0,964758,128161394,7110919,20343967,2519194,24962501,0,0,2669986,8865120,0,2737749,69209436,47532,22882574,53738451,8864331,48583725,-991671,0,0,4790825,13639424,0,0,0,0,0,2867916,154423107,0,0,0,0,0,6177421,14507328,3384702,13115749,0,0,1293340,3682123,0,787060,42947723,1081798,45631006,1052590,956650,0,0,0,0,0,0,0,0,431035561,431035561,0,0,0,0,44227996,30703271,13524725,3805068,0,0,448365354,397328,175626319,93423,175719742,31565957,934228,93423,840805,208126504,240238850,448365354
139,106190949,HENRY MAYO NEWHALL HOSPITAL,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,903,Non Profit Corp.,Comparable,,661-253-8000,23845 MCBEAN PARKWAY,VALENCIA,91355,KEVIN KLOCKENGA,357,291,291,736,790,222,337,0,0,36,876,4,44,3045,0,4919,4126,1564,1593,0,0,54,4295,12,327,16890,0,7008,5120,747,5483,0,0,799,13512,8,1021,33698,108312952,106292209,27197919,38978867,0,0,995235,92470867,343907,7473200,382065156,50742095,63037593,7683523,54681949,0,0,6819655,113529965,89486,8199447,304783713,10596508,142570946,153445716,29016831,88280675,0,0,0,6583271,145402782,0,624009,0,0,0,3842338,580363076,0,0,0,0,0,16238449,15847258,4314189,5345349,0,0,1059228,58472635,0,5208685,106485793,2584529,104961081,5295421,0,1500447,0,0,0,0,0,77639177,127661871,99091857,304392905,0,0,19780,19780,559072743,292698200,266374543,16101081,11049718,3026356,600964383,2608957,95411529,7050552,102462081,38296540,221797940,7050552,214747388,355506009,245458374,600964383
140,106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,20242,04/01/2024,06/30/2024,Open,Sacramento,02 - Golden Empire,309,Investor - Corp.,Psychiatric Health Facilities,,279-348-7200,4378 AUBURN BOULEVARD,SACRAMENTO,95841,YANNIS ANGOURAS,16,16,15,0,0,0,0,94,0,0,0,0,0,94,0,0,0,0,0,1302,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604000,0,0,0,0,0,2604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130984,0,0,0,0,0,0,0,0,0,1130984,0,0,0,0,0,0,0,0,0,1473016,0,0,0,0,0,1473016,25,1515080,82551,265961,173712,0,0,0,0,0,0,0,1154674,1154674,0,0,0,0,6783957,868754,5915203,13530,0,0,7083407,71420,842697,0,842697,0,8971823,0,8971823,9814520,-2731113,7083407
141,106344021,HERITAGE OAKS HOSPITAL,20242,04/01/2024,06/30/2024,Open,Sacramento,02 - Golden Empire,311,Investor - Corp.,Comparable,,916-489-3336,4250 AUBURN BLVD.,SACRAMENTO,95841,YANNIS ANGOURAS,125,125,125,156,94,310,0,0,0,228,92,11,0,891,0,2340,1328,3614,0,0,0,2644,727,82,0,10735,0,489,558,0,0,0,0,1120,2318,10,0,4495,4857500,2673500,7285500,0,0,0,5405500,1496500,164000,0,21882500,614396,644638,0,0,0,0,1287237,2961300,8000,0,5515571,283190,1727409,1118651,3070874,0,0,0,0,3389289,2663324,0,172000,0,0,0,0,12424737,0,0,0,0,0,3674983,2158660,4136394,0,0,0,3242130,1761167,0,0,14973334,49332,11682637,279453,1213035,17214,0,0,0,0,0,0,0,14980399,14980399,0,0,0,0,24316134,12290692,12025442,1210827,138420760,45168446,211805874,213562,3903668,0,3903668,0,0,0,0,3903668,207902206,211805874
142,106362041,HI-DESERT MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,San Bernardino,12 - Inland Counties,1214,Non Profit Corp.,Comparable,Rural,760-366-3711,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,KAREN FAULIS,179,132,113,118,133,29,203,0,0,23,48,5,6,565,0,656,453,892,7622,0,0,71,422,8,40,10164,0,1804,1843,335,4874,0,0,710,1552,13,332,11463,10590744,13911112,2824431,27509867,0,0,2231715,3975244,299783,499214,61842110,11892870,15270040,2631610,32931904,0,0,3816320,10847050,215269,2648647,80253710,1021345,19928526,25963381,-1713960,52843655,-127473,0,0,5415191,11589327,0,511752,0,0,0,2748153,118179897,0,0,0,0,0,2555088,3217771,7297474,7598116,0,0,459957,2762272,3300,21945,23915923,135114,21700805,591020,0,-1977,0,0,0,0,0,63697,0,30952092,31015789,0,0,0,0,22416898,6175990,16240908,125578,5280,21820231,69207786,109758,10557687,583751,11141438,445355,26519653,583751,25935902,37522695,31685091,69207786
143,106010846,HIGHLAND HOSPITAL,20242,04/01/2024,06/30/2024,Open,Alameda,05 - East Bay,417,City/County,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,JAMES JACKSON,449,438,438,913,286,465,2159,0,26,44,203,23,113,4232,0,5641,1600,3107,13664,0,96,325,881,97,402,25813,0,8808,1638,4351,42159,0,1492,571,2827,576,2735,65157,110759016,37456684,53739000,249390083,0,2225663,7372962,21998190,925979,10024076,493891653,55604974,17715540,26199485,192037258,0,6724460,4220226,21671616,2906810,18974416,346054785,21763368,137756183,43846971,74548175,338161040,-32547146,0,8950122,9699340,30838230,0,3832789,0,0,0,5785199,642634271,0,0,3582101,0,3582101,28607807,11325253,37937456,103266301,0,3582102,1893848,12831576,0,1449925,200894268,41846912,332912064,10507173,0,41846912,0,0,0,0,0,31216621,0,681396289,712612910,0,0,0,0,266075504,179526593,86548911,26251640,31330552,15552446,872296459,6348302,415551285,1905715,417457000,0,74156878,1905715,72251163,489708163,382588296,872296459
144,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1016,Non Profit Corp.,Comparable,,949-764-4624,1 HOAG DRIVE,NEWPORT BEACH,92663,ROBERT BRAITHWAITE,536,536,450,3116,1169,104,881,0,0,71,3501,0,250,9092,0,14576,5003,462,3839,0,0,277,12374,0,707,37238,0,66906,23380,850,12069,0,0,1719,76460,12,3407,184803,273646949,93671783,9754416,59192827,0,0,3730496,207817204,0,8219922,656033597,335405826,117231535,4277410,60490037,0,0,8602449,383332732,19151,17139776,926498916,19425744,512982532,193068453,10836180,98137119,0,0,0,2447525,332503740,0,2080430,0,0,0,18290374,1189772097,12952034,0,0,20321796,33273830,92199132,30571837,2765522,21330684,0,0,3261213,261753435,0,14152423,426034246,22240051,444383942,29776685,0,42783414,0,0,0,0,0,129778746,34642401,307139971,471561118,0,2478052650,174833288,2652885938,2011992430,1145828936,866163494,299254591,74410615,2617648,4366893404,85628470,311345780,16161401,327507181,0,954040217,16161401,937878816,1265385997,3101507407,4366893404
145,106304460,HOAG ORTHOPEDIC INSTITUTE,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1016,Investor - Corp.,Comparable,,949-517-3149,16250 SAND CANYON AVENUE,IRVINE,92618,KIM MIKES,70,70,13,253,50,0,0,0,0,32,125,0,5,465,0,609,118,0,0,0,0,70,240,0,10,1047,0,487,90,0,0,0,0,14,352,0,7,950,34047660,5876761,0,0,0,0,3998624,16705189,0,926417,61554651,35823174,6821219,0,0,0,0,741349,25936897,0,674875,69997514,184957,55128035,9665906,0,0,0,0,0,3800983,24760605,0,24900,0,0,0,513305,94078691,0,0,0,0,0,14710205,3020677,0,0,0,0,926663,17768593,0,1047336,37473474,130637,27969541,469603,0,769517,0,0,0,0,0,48978845,0,22768800,71747645,0,0,0,0,19209338,14119451,5089887,634440,3865418,520000,81857390,634440,14910494,866461,15776955,0,14285738,866461,13419277,29196232,52661158,81857390
146,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,925,Investor - Ptnr.,Comparable,,213-413-3000 xet4452,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,JAMIE YOO,434,413,260,614,619,282,1460,0,0,17,366,10,60,3428,0,4390,3086,1776,12268,0,0,64,1582,49,196,23411,0,2302,1916,747,6227,0,0,110,2422,68,1451,15243,58254713,52557700,19662481,112248588,0,0,647987,21894133,804824,2111577,268182003,13693010,21350782,5239526,52785642,0,0,530309,16778119,1352740,3879755,115609883,1772201,57900474,57108407,-1572965,141730391,-5331321,0,0,569031,33227669,0,2430619,0,0,0,3271203,291105709,0,38760283,0,0,38760283,14047248,16800075,31806293,62064122,0,0,609266,5444583,0,674873,131446460,2720593,128911419,1740663,0,1330147,0,0,0,0,0,7461384,1557,187636752,195099693,0,0,0,0,155172060,58906962,96265098,357385244,752379,47879394,697381808,7917684,204464663,4209096,208673759,44398454,233268208,4209096,229059112,482131325,215250483,697381808
147,106301209,HUNTINGTON BEACH HOSPITAL,20242,04/01/2024,06/30/2024,Open,Orange,13 - Orange,1014,Investor - Corp.,Comparable,,714-843-5000,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,DAN BROTHMAN,131,131,131,275,106,42,259,0,0,57,18,4,5,766,0,2467,486,247,1986,0,0,444,89,31,34,5784,0,1691,322,373,1650,0,0,616,293,57,210,5212,16772888,6397791,1703184,12772102,0,0,5139908,1040925,223421,808771,44858990,2194544,1641989,932267,6005974,0,0,2330906,1042728,168609,590144,14907161,1388328,15575730,6205060,2649993,9477798,-404257,0,0,6470013,1785342,0,392031,0,0,0,0,43540038,0,0,0,0,0,3391700,1834720,389715,9300279,0,0,1000800,298311,0,10588,16226113,99967,18103606,926544,0,0,0,0,0,0,0,88373,0,120964262,121052635,0,0,0,0,92848275,44030712,48817563,722072,1188550,0,171780820,100812,107944244,411005,108355249,107068,2325538,411005,1914533,110376850,61403970,171780820
148,106190400,HUNTINGTON HOSPITAL,20242,04/01/2024,06/30/2024,Open,Los Angeles,11 - Los Angeles,911,Non Profit Corp.,Comparable,,626-397-5000,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,LORI J MORGAN,544,512,366,1646,1462,256,790,0,0,76,1983,66,15,6294,0,9223,7405,1924,4702,0,0,339,7765,248,111,31717,0,10750,7564,868,4779,0,0,441,23777,933,584,49696,263131357,212047011,37824300,82611589,0,0,9040148,202097614,5942914,2294123,814989056,71346766,62948889,5296702,51155185,0,0,5198222,131235040,10296795,2475829,339953428,4646646,288054395,229959607,33694937,118007589,0,0,0,10498757,263223378,0,16239709,0,0,0,0,964325018,0,0,0,0,0,46423728,45036293,9426065,15759185,0,0,3739613,70109276,0,123306,190617466,10698880,210040640,9411371,0,2330212,0,0,0,0,0,10602928,3327977,223676395,237607300,0,66950797,4134063,71084860,789719616,158520094,631199522,51175153,5744747,457984,997269566,16262639,241432026,68509896,309941922,149258,359609833,68509896,291099937,601191117,396078449,997269566
149,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,20242,04/01/2024,06/30/2024,Open,Humboldt,01 - Northern California,109,District,Comparable,Rural,707-923-3921,733 CEDAR STREET,GARBERVILLE,95542,MATT REES,17,17,17,6,1,2,3,0,0,1,0,0,0,13,0,113,1,245,488,0,0,1,0,0,0,848,666,1601,109,57,1049,0,0,889,48,122,0,3875,148626,2143,146007,490613,0,0,8755,0,0,0,796144,2098555,201127,249397,2261446,0,0,1357270,98999,284115,0,6550909,0,853929,85373,340047,150647,0,0,0,341506,24750,0,269909,0,0,0,0,2066161,0,0,0,0,0,1393252,117897,55357,2601412,0,0,1024519,74249,14206,0,5280892,505064,7792120,90000,0,61857,0,0,0,0,0,6945132,0,3116144,10061276,0,0,0,0,14827782,8410459,6417323,10442707,0,0,26921306,728673,840295,95528,935823,0,2412408,95528,2316880,3252703,23668603,26921306
