FAC_NAME,COUNTY_NAME,BEG_DATE_q1,END_DATE_q1,OP_STATUS_q1,TYPE_HOSP_q1,TEACH_RURL_q1,AVL_BEDS_q1,STF_BEDS_q1,VIS_TOT_q1,GRIP_TOT_q1,DAY_TOT_q1,GROP_TOT_q1,DED_TOT_q1,CAP_TOT_q1,NET_TOT_q1,TOT_OP_EXP_q1,EXP_PIPS_q1,EXP_POPS_q1,PHY_COMP_q1,LOG_VIS_TOT_q1,LOG_GRIP_TOT_q1,LOG_DAY_TOT_q1,LOG_GROP_TOT_q1,LOG_DED_TOT_q1,LOG_CAP_TOT_q1,LOG_DED_TOT_q1,LOG_CAP_TOT_q1,LOG_NET_TOT_q1,LOG_TOT_OP_EXP_q1,LOG_EXP_PIPS_q1,LOG_EXP_POPS_q1,LOG_PHY_COMP_q1,BEG_DATE_q2,END_DATE_q2,OP_STATUS_q2,TYPE_HOSP_q2,TEACH_RURL_q2,AVL_BEDS_q2,STF_BEDS_q2,VIS_TOT_q2,GRIP_TOT_q2,DAY_TOT_q2,GROP_TOT_q2,DED_TOT_q2,CAP_TOT_q2,NET_TOT_q2,TOT_OP_EXP_q2,EXP_PIPS_q2,EXP_POPS_q2,PHY_COMP_q2,LOG_VIS_TOT_q2,LOG_GRIP_TOT_q2,LOG_DAY_TOT_q2,LOG_GROP_TOT_q2,LOG_DED_TOT_q2,LOG_CAP_TOT_q2,LOG_DED_TOT_q2,LOG_CAP_TOT_q2,LOG_NET_TOT_q2,LOG_TOT_OP_EXP_q2,LOG_EXP_PIPS_q2,LOG_EXP_POPS_q2,LOG_PHY_COMP_q2
EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,Fresno,2024-01-01,2024-03-31,Open,Psychiatric Health Facilities,N/A,16,16,0.0,1009917.0,1429.0,0.0,138227.0,0.0,871690.0,1456920.0,0.0,0.0,0.0,0.0,13.825379697402697,7.265429723253953,0.0,15.210042893602575,15.46989946485397,15.210042893602575,15.46989946485397,13.678190282293391,14.191835862705272,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Psychiatric Health Facilities,N/A,16,16,0.0,1023344.0,1448.0,0.0,140064.0,0.0,883280.0,1663302.0,0.0,0.0,0.0,0.0,13.83858723148175,7.278628942320682,0.0,17.631604476104364,14.470255730140709,17.631604476104364,14.470255730140709,13.691398662256205,14.324315942420359,0.0,0.0,0.0
EXODUS RECOVERY - PHF,Los Angeles,2024-01-01,2024-03-31,Open,Psychiatric Health Facilities,N/A,16,16,0.0,1009917.0,1429.0,0.0,138227.0,0.0,871690.0,1456920.0,0.0,0.0,0.0,0.0,13.825379697402697,7.265429723253953,0.0,15.210042893602575,15.46989946485397,15.210042893602575,15.46989946485397,13.678190282293391,14.191835862705272,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Psychiatric Health Facilities,N/A,16,16,0.0,2026610.0,1420.0,0.0,0.0,0.0,2026610.0,1532810.0,0.0,0.0,0.0,0.0,14.521875497791749,7.259116128097101,0.0,17.628516397196258,14.470255730140709,17.628516397196258,14.470255730140709,14.521875497791749,14.242613862582168,0.0,0.0,0.0
FAIRCHILD MEDICAL CENTER,Siskiyou,2024-01-01,2024-03-31,Open,Comparable,Rural,25,25,31138.0,17355998.0,1112.0,52334467.0,40430320.0,0.0,29260145.0,32411904.0,0.0,0.0,0.0,10.34621633183446,16.669448768283413,7.014814351275545,17.773165755938095,17.607063493390545,15.46989946485397,17.607063493390545,15.46989946485397,17.1917369432909,17.29403635154525,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Rural,25,25,43775.0,18545394.0,1304.0,53797371.0,44215720.0,0.0,28127045.0,28527512.0,0.0,0.0,0.0,10.686841000982222,16.735732068220653,7.173958319756794,17.80073517635529,18.309772400852648,14.470255730140709,18.309772400852648,14.470255730140709,17.152242162509616,17.166379547991507,0.0,0.0,0.0
FOOTHILL REGIONAL MEDICAL CENTER,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,147,64,1789.0,121907542.0,5762.0,19930697.0,114959599.0,28154956.0,55033596.0,49422286.0,0.0,0.0,0.0,7.489970898834801,18.618773471126108,8.659213451436667,16.80777171415473,18.593410277360032,17.32361243273739,18.593410277360032,17.32361243273739,17.823454411246505,17.715912034265006,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,147,70,1734.0,124661914.0,6291.0,18200719.0,114271225.0,26059323.0,54650731.0,48304418.0,0.0,0.0,0.0,7.45876269238096,18.64111595101104,8.747034264178168,16.71697171170409,18.887915436980006,17.147142582872483,18.887915436980006,17.147142582872483,17.816473166824657,17.693033605121013,0.0,0.0,0.0
FREMONT HOSPITAL,Alameda,2024-01-01,2024-03-31,Open,Comparable,N/A,148,148,2259.0,31978000.0,11472.0,1736495.0,12645046.0,0.0,21069449.0,14224889.0,0.0,0.0,1309567.0,7.723120092266331,17.280558755599003,9.347751727799142,14.367379847679594,16.621286624811244,15.46989946485397,16.621286624811244,15.46989946485397,16.86333468197503,16.470503805082096,0.0,0.0,14.085207869798557,2024-04-01,2024-06-30,Open,Comparable,N/A,148,148,2500.0,32323200.0,11544.0,1924605.0,12682521.0,0.0,21565284.0,14032884.0,0.0,0.0,1291114.0,7.824445930877619,17.29129582755453,9.354007721788596,14.470231829430494,17.875416855540536,14.470255730140709,17.875416855540536,14.470255730140709,16.886595403835784,16.456914061730693,0.0,0.0,14.071016744095477
FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,San Luis Obispo,2024-01-01,2024-03-31,Open,Comparable,N/A,72,59,38085.0,134570867.0,4957.0,134766377.0,216532270.0,6716771.0,59521745.0,56491165.0,0.0,0.0,0.0,10.547602039518763,18.717601517871554,8.508757712595136,18.719053303966813,19.211077726578054,16.295961797134474,19.211077726578054,16.295961797134474,17.901852282736275,17.84959482990981,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,72,58,39180.0,132332438.0,4833.0,139796165.0,214879800.0,6638412.0,63887215.0,54560056.0,0.0,0.0,0.0,10.575947214398955,18.70082779177412,8.483429561263428,18.75569596249521,19.37683105409279,15.962968627996515,19.37683105409279,15.962968627996515,17.972629836734765,17.814812616220344,0.0,0.0,0.0
FRESNO SURGICAL HOSPITAL,Fresno,2024-01-01,2024-03-31,Open,Comparable,N/A,27,27,3809.0,17251400.0,444.0,69601880.0,58908821.0,0.0,27944459.0,22486570.0,0.0,0.0,0.0,8.245384468120747,16.663403915534992,6.09807428216624,18.058302150801524,17.95552426029297,15.46989946485397,17.95552426029297,15.46989946485397,17.145729526827733,16.928428844547657,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,27,27,3637.0,16190270.0,442.0,70892782.0,58556740.0,0.0,28526312.0,24524031.0,0.0,0.0,0.0,8.199189359078067,16.599921064241336,6.093569770045136,18.076679195065985,18.458391644835572,14.470255730140709,18.458391644835572,14.470255730140709,17.166337482451496,17.015164092708098,0.0,0.0,0.0
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,167,167,5199.0,43982787.0,3269.0,22385135.0,50790757.0,0.0,15577165.0,18509496.0,0.0,0.0,0.0,8.556413904569519,17.599308933532786,8.0925452638913,16.92390772513573,17.817111307775654,15.46989946485397,17.817111307775654,15.46989946485397,16.561316681989457,16.733794509680177,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,167,167,5227.0,46049232.0,3394.0,21976994.0,50261321.0,0.0,17764905.0,17847817.0,0.0,0.0,0.0,8.561784074744113,17.645221664717976,8.130059039992796,16.905506782397744,18.375135937408377,14.470255730140709,18.375135937408377,14.470255730140709,16.692735496120143,16.697391817821536,0.0,0.0,0.0
GARFIELD MEDICAL CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,210,210,6964.0,308342237.0,11846.0,116752942.0,381679725.0,33585306.0,77000760.0,79463213.0,0.0,0.0,0.0,8.848652886213905,19.54672088639157,9.37982994995476,18.57557066190435,19.77024521085231,17.474322197061642,19.77024521085231,17.474322197061642,18.159325862886003,18.19080475555689,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,210,210,7062.0,304046087.0,11493.0,124952072.0,378688969.0,17560045.0,67869235.0,69805393.0,0.0,0.0,0.0,8.862625169408922,19.532689853142738,9.349580439067687,18.643440805743868,19.86518582046533,16.785139946210634,19.86518582046533,16.785139946210634,18.033093411802085,18.06122184268378,0.0,0.0,0.0
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,55,55,23306.0,5415554.0,3990.0,7670802.0,988569.0,0.0,12097787.0,11896234.0,0.0,0.0,222173.0,10.056509023618531,15.504785926239965,8.291797105048733,15.852931861474918,15.401358399785162,15.46989946485397,15.401358399785162,15.46989946485397,16.308533183937843,16.29173252146635,0.0,0.0,12.311216137640093,2024-04-01,2024-06-30,Open,Comparable,N/A,55,55,29748.0,4697508.0,3250.0,7699170.0,1374937.0,0.0,11021741.0,12932349.0,0.0,0.0,189498.0,10.300550796963453,15.362542926180641,8.086717920303906,15.856623218690244,17.658425578137276,14.470255730140709,17.658425578137276,14.470255730140709,16.21538042542136,16.37524248210706,0.0,0.0,12.15213902644584
GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,2024-01-01,2024-03-31,Open,Comparable,Rural,73,73,34312.0,8340128.0,3216.0,47232178.0,37308675.0,0.0,18263631.0,18234956.0,0.0,0.0,0.0,10.443279570094715,15.936589241841206,8.076204527239026,17.67058597673862,17.5340346358797,15.46989946485397,17.5340346358797,15.46989946485397,16.720422318061924,16.718851024119587,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Rural,73,73,32322.0,8321224.0,3376.0,50075517.0,38591694.0,0.0,19805047.0,17683809.0,0.0,0.0,0.0,10.383534330109535,15.93432003753622,8.124743020385568,17.72904278394593,18.244874540075482,14.470255730140709,18.244874540075482,14.470255730140709,16.801447412665613,16.688160089695025,0.0,0.0,0.0
GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,227,148,16441.0,227145787.0,12320.0,113421739.0,277156580.0,3954295.0,67365241.0,82167471.0,0.0,0.0,0.0,9.707594315712079,19.241102607184647,9.419060402624668,18.546623641642142,19.45404827460078,16.032992778886765,19.45404827460078,16.032992778886765,18.025639745535557,18.224270063947916,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,227,144,17271.0,227623827.0,11986.0,123709149.0,286464092.0,4090967.0,68959851.0,82293209.0,0.0,0.0,0.0,9.756841972194643,19.24320494717946,9.3915780082071,18.633443803907642,19.619893587618776,15.609869811489292,19.619893587618776,15.609869811489292,18.049035038145714,18.22579915920607,0.0,0.0,0.0
GLENDORA HOSPITAL,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,63,63,878.0,11363478.0,5504.0,563530.0,5771898.0,0.0,6155110.0,5130817.0,0.0,0.0,0.0,6.778784897685177,16.24591517437232,8.61341204915678,13.241977624258464,16.084203650961157,15.46989946485397,16.084203650961157,15.46989946485397,15.63279335155668,15.450775658626517,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,63,63,1002.0,11579028.0,5595.0,694860.0,5985098.0,0.0,6288790.0,5291940.0,0.0,0.0,0.0,6.910750787961936,16.264706175125344,8.629807335785372,13.451467104544262,17.752644742030338,14.470255730140709,17.752644742030338,14.470255730140709,15.654279400345025,15.481695655250828,0.0,0.0,0.0
GLENN MEDICAL CENTER,Glenn,2024-01-01,2024-03-31,Open,Comparable,Rural,25,25,9101.0,6536949.0,1687.0,8058019.0,7506183.0,0.0,7088785.0,8099921.0,0.0,0.0,0.0,9.116249448576587,15.692981253797067,7.431299675155903,15.90217842673581,16.249215488118995,15.46989946485397,16.249215488118995,15.46989946485397,15.774024656766885,15.907364989966672,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Rural,25,25,10888.0,6202077.0,1777.0,8616738.0,6685253.0,0.0,8133562.0,8475929.0,0.0,0.0,0.0,9.29550838434606,15.640394955151644,7.48324441607385,15.969217264799507,17.766208185157247,14.470255730140709,17.766208185157247,14.470255730140709,15.911509638901562,15.952740939723672,0.0,0.0,0.0
GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,2024-01-01,2024-03-31,Open,Comparable,N/A,24,11,17056.0,24676136.0,882.0,74033377.0,65928538.0,0.0,32780975.0,25530908.0,0.0,0.0,896278.0,9.744315955640873,17.02134722124957,6.78332520060396,18.120026603528196,18.0614797407822,15.46989946485397,18.0614797407822,15.46989946485397,17.305358905089307,17.055400393754205,0.0,0.0,13.706007027415724,2024-04-01,2024-06-30,Open,Comparable,N/A,24,8,18033.0,21342883.0,646.0,77503272.0,63286777.0,0.0,35559378.0,25319206.0,0.0,0.0,1066835.0,9.800014144059851,16.876228939973686,6.472346294500901,18.165830725689883,18.502934559171088,14.470255730140709,18.502934559171088,14.470255730140709,17.38671450501542,17.04707383563447,0.0,0.0,13.880207816502397
GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,2024-01-01,2024-03-31,Open,Comparable,N/A,64,55,12099.0,24096864.0,2877.0,3860920.0,16859729.0,0.0,11098055.0,10978728.0,0.0,0.0,0.0,9.400960731584833,16.997592307011807,7.964850887447313,15.166416314016583,16.84827798499808,15.46989946485397,16.84827798499808,15.46989946485397,16.22228051580948,16.211470231425572,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,64,55,12002.0,24132428.0,3805.0,4340415.0,15089744.0,0.0,13383099.0,10562210.0,0.0,0.0,0.0,9.392911897525345,16.999067095610037,8.244334047856094,15.283480754017589,17.916103922358428,14.470255730140709,17.916103922358428,14.470255730140709,16.409503274916776,16.1727931893265,0.0,0.0,0.0
GOOD SAMARITAN HOSPITAL - LA,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,359,168,17167.0,294279793.0,14711.0,150843453.0,360474444.0,9666961.0,94315763.0,101463248.0,0.0,0.0,0.0,9.75080246487048,19.5000415530145,9.596418766284158,18.831753128527694,19.713678485444316,16.516659936399805,19.713678485444316,16.516659936399805,18.362158902243387,18.43520721206202,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,359,160,17702.0,282148243.0,14273.0,153150752.0,362926367.0,-782643.0,71589985.0,86461806.0,0.0,0.0,0.0,9.781489395725279,19.45794317872015,9.566194979531012,18.846933307979256,19.827298981298526,13.94829955007772,19.827298981298526,13.94829955007772,18.08646576181431,18.275213336823438,0.0,0.0,0.0
GOOD SAMARITAN HOSPITAL - SAN JOSE,Santa Clara,2024-01-01,2024-03-31,Open,Comparable,N/A,338,336,33802.0,1091928157.0,20647.0,660064189.0,1585809274.0,0.0,166183072.0,145554740.0,0.0,0.0,5865659.0,10.428304834928856,20.811210922727618,9.93537374139845,20.30784764583129,21.186813757247425,15.46989946485397,21.186813757247425,15.46989946485397,18.928600588026764,18.796062800624387,0.0,0.0,15.584625565707775,2024-04-01,2024-06-30,Open,Comparable,N/A,338,336,34768.0,1156652599.0,20374.0,712766589.0,1686729201.0,0.0,182689987.0,155085822.0,0.0,0.0,7343854.0,10.456481464162664,20.868795980779833,9.922063938109064,20.384664561529664,21.272551630302658,14.470255730140709,21.272551630302658,14.470255730140709,19.02330121962771,18.859489218424216,0.0,0.0,15.809374467078833
GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,117,117,6072.0,47996684.0,4007.0,28834778.0,65253668.0,1793179.0,13370973.0,15459533.0,0.0,0.0,0.0,8.711607995897575,17.68664250398724,8.2960476427647,17.17709282070542,18.05176734325297,15.764709863238314,18.05176734325297,15.764709863238314,16.408596796088144,16.553736458366544,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,117,117,6242.0,50267331.0,4029.0,31941426.0,68195117.0,1741743.0,15755383.0,17271105.0,0.0,0.0,0.0,8.739216115061744,17.732865960856696,8.301521654940728,17.27941437727348,18.547150165705542,15.114719448440576,18.547150165705542,15.114719448440576,16.572692706091342,16.66454548976307,0.0,0.0,0.0
HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,2024-01-01,2024-03-31,Open,Comparable,Rural,136,112,40121.0,30323972.0,9412.0,82194771.0,75905480.0,0.0,36613263.0,36195314.0,0.0,0.0,3525085.0,10.599680091282034,17.22744914577408,9.14984699154722,18.224602257030543,18.195038335593864,15.46989946485397,18.195038335593864,15.46989946485397,17.415921137090578,17.40444024853102,0.0,0.0,15.07541539109402,2024-04-01,2024-06-30,Open,Comparable,Rural,136,103,41119.0,29550269.0,8704.0,84300841.0,74417992.0,0.0,39433118.0,37066056.0,0.0,0.0,3781781.0,10.624249900129048,17.201603438830475,9.07165285220229,18.249902411059807,18.600535510720018,14.470255730140709,18.600535510720018,14.470255730140709,17.49011660493184,17.428212203135654,0.0,0.0,15.145705885079662
HEALDSBURG HOSPITAL,Sonoma,2024-01-01,2024-03-31,Open,Comparable,Rural,35,25,7521.0,12520541.0,2079.0,31358003.0,25188362.0,0.0,18690182.0,18627975.0,0.0,0.0,0.0,8.925587339030281,16.342881213434033,7.640123172695364,17.26098010346168,17.18567203667523,15.46989946485397,17.18567203667523,15.46989946485397,16.743508970716075,16.740175094700497,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Rural,35,25,8451.0,11801665.0,2045.0,36095923.0,30288387.0,0.0,17609201.0,17609273.0,0.0,0.0,1057682.0,9.042158378735948,16.283751265910702,7.6236419465115715,17.401690508341197,18.140632724492445,14.470255730140709,18.140632724492445,14.470255730140709,16.683932164283785,16.683936253046742,0.0,0.0,13.871591224576598
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,27,27,1105.0,12516538.0,1976.0,604495.0,10298618.0,0.0,2822415.0,3484113.0,0.0,0.0,0.0,7.00850518208228,16.342561447720602,7.589335823170617,13.312150331976216,16.468293191743122,15.46989946485397,16.468293191743122,15.46989946485397,14.853103813712782,15.063724337429543,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,27,27,1108.0,11448262.0,1898.0,618560.0,9174867.0,0.0,2891955.0,3599549.0,0.0,0.0,0.0,7.011213987350367,16.25334857339968,7.549082710812286,13.33515109165884,17.812999538530175,14.470255730140709,17.812999538530175,14.470255730140709,14.877443647760543,15.096319395613188,0.0,0.0,0.0
HEMET GLOBAL MEDICAL CENTER,Riverside,2024-01-01,2024-03-31,Open,Comparable,N/A,309,309,14065.0,128788267.0,10633.0,64079995.0,157714777.0,0.0,35153485.0,33731562.0,0.0,0.0,740992.0,9.551515816867964,18.673680280529336,9.271811694064283,17.975642798302403,18.90069434336192,15.46989946485397,18.90069434336192,15.46989946485397,17.375234346267874,17.33394454453524,0.0,0.0,13.515746457539947,2024-04-01,2024-06-30,Open,Comparable,N/A,309,309,14895.0,128161394.0,10718.0,69209436.0,154423107.0,0.0,42947723.0,45631006.0,0.0,0.0,956650.0,9.608847999516849,18.668800926056544,9.27977314669152,18.05264778412234,19.112374193357024,14.470255730140709,19.112374193357024,14.470255730140709,17.575494213139432,17.63609802147445,0.0,0.0,13.771193922626981
HENRY MAYO NEWHALL HOSPITAL,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,291,291,33019.0,393825355.0,16994.0,295375623.0,585245463.0,0.0,103955515.0,105024387.0,0.0,0.0,0.0,10.40486871747412,19.7914181101107,9.740674462130217,19.503758406037882,20.194174954327547,15.46989946485397,20.194174954327547,15.46989946485397,18.459473634833518,18.469703147818738,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,291,291,33698.0,382065156.0,16890.0,304783713.0,580363076.0,0.0,106485793.0,104961081.0,0.0,0.0,0.0,10.42522344230968,19.761101720088597,9.734536214680345,19.535112948590708,20.254300762615774,14.470255730140709,20.254300762615774,14.470255730140709,18.483522144545198,18.469100191795942,0.0,0.0,0.0
HERITAGE OAKS ENRICHMENT CENTER - PHF,Sacramento,2024-01-01,2024-03-31,Open,Psychiatric Health Facilities,N/A,16,12,0.0,2030000.0,1015.0,0.0,900720.0,0.0,1129280.0,1477417.0,0.0,0.0,232610.0,0.0,14.523546843628687,6.923628628138427,0.0,15.383205426842652,15.46989946485397,15.383205426842652,15.46989946485397,13.937091704988628,14.20580652756828,0.0,0.0,12.357122809436026,2024-04-01,2024-06-30,Open,Psychiatric Health Facilities,N/A,16,15,0.0,2604000.0,1302.0,0.0,1130984.0,0.0,1473016.0,1515080.0,0.0,0.0,265961.0,0.0,14.7725596663351,7.172424577124845,0.0,17.65318369736935,14.470255730140709,17.65318369736935,14.470255730140709,14.202823236450811,14.23097946084292,0.0,0.0,12.491108720415925
HERITAGE OAKS HOSPITAL,Sacramento,2024-01-01,2024-03-31,Open,Comparable,N/A,125,125,4395.0,21646000.0,10641.0,5376113.0,11527453.0,0.0,15494660.0,11492503.0,0.0,0.0,1222909.0,8.388450315523512,16.89033128403514,9.272563715156315,15.497476366317436,16.551325979691697,15.46989946485397,16.551325979691697,15.46989946485397,16.55600607093949,16.257205554715537,0.0,0.0,14.016743822427534,2024-04-01,2024-06-30,Open,Comparable,N/A,125,125,4495.0,21882500.0,10735.0,5515571.0,12424737.0,0.0,14973334.0,11682637.0,0.0,0.0,1213035.0,8.410943391573527,16.90119783428735,9.281357859211463,15.523085922426576,17.87096000068839,14.470255730140709,17.87096000068839,14.470255730140709,16.521781510475396,16.273614366027076,0.0,0.0,14.008636865968889
HI-DESERT MEDICAL CENTER,San Bernardino,2024-01-01,2024-03-31,Open,Comparable,Rural,132,116,11316.0,71255667.0,10447.0,80486136.0,128743423.0,0.0,22998380.0,21673456.0,0.0,0.0,0.0,9.334061298965942,18.081784924826223,9.254165851516213,18.20359551637862,18.70313631199375,15.46989946485397,18.70313631199375,15.46989946485397,16.95093438011149,16.89159889009228,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,Rural,132,113,11463.0,61842110.0,10164.0,80253710.0,118179897.0,0.0,23915923.0,21700805.0,0.0,0.0,0.0,9.346966969508008,17.940095098142045,9.226705726062447,18.200703561895878,18.912117135562628,14.470255730140709,18.912117135562628,14.470255730140709,16.990055071188955,16.892859960678052,0.0,0.0,0.0
HIGHLAND HOSPITAL,Alameda,2024-01-01,2024-03-31,Open,Comparable,N/A,438,438,65541.0,500658460.0,26567.0,323763420.0,637539819.0,24367692.0,211249753.0,339580841.0,0.0,0.0,0.0,11.090446437502804,20.031434712005243,10.187462763056583,19.59552362494505,20.279217912985214,17.203202990262522,20.279217912985214,17.203202990262522,19.168551659703837,19.643222597382607,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,438,438,65157.0,493891653.0,25813.0,346054785.0,642634271.0,3582101.0,200894268.0,332912064.0,0.0,0.0,0.0,11.08457036856782,20.017826727210554,10.158672259395132,19.66210766152784,20.349184024417003,15.5214857152322,20.349184024417003,15.5214857152322,19.118289302748106,19.623388944003274,0.0,0.0,0.0
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,536,462,169880.0,669438648.0,37763.0,877694570.0,1160446168.0,31933035.0,418620085.0,436596315.0,0.0,0.0,0.0,12.042853470918006,20.321950081854002,10.539111546852407,20.592809222058428,20.875421123585877,17.43082199412298,20.875421123585877,17.43082199412298,19.852474350580366,19.894519564115065,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,536,450,184803.0,656033597.0,37238.0,926498916.0,1189772097.0,33273830.0,426034246.0,444383942.0,0.0,0.0,0.0,12.127051082977117,20.30172256206026,10.525111878184058,20.646923434773733,20.934384137890035,17.376513514638415,20.934384137890035,17.376513514638415,19.87003029302116,19.91219948321379,0.0,0.0,0.0
HOAG ORTHOPEDIC INSTITUTE,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,70,12,1102.0,66288666.0,1028.0,77356745.0,104787938.0,0.0,38857473.0,28616468.0,0.0,0.0,0.0,7.005789019253503,18.009529505401726,6.9363427358340495,18.16393834514294,18.503944096699428,15.46989946485397,18.503944096699428,15.46989946485397,17.47541099722747,17.16949294921917,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,70,13,950.0,61554651.0,1047.0,69997514.0,94078691.0,0.0,37473474.0,27969541.0,0.0,0.0,0.0,6.85751406254539,17.935435988567246,6.954638864880987,18.06397029938349,18.75260730032033,14.470255730140709,18.75260730032033,14.470255730140709,17.439143907329058,17.14662669035691,0.0,0.0,0.0
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,413,256,14627.0,273106236.0,23054.0,117898589.0,305068421.0,32827703.0,118764107.0,120777481.0,0.0,0.0,0.0,9.590692779269272,19.425371423971512,10.045637944640806,18.585335406148555,19.548732999322393,17.454610991651546,19.548732999322393,17.454610991651546,18.59264979803289,18.609460418804222,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,413,260,15243.0,268182003.0,23411.0,115609883.0,291105709.0,38760283.0,131446460.0,128911419.0,0.0,0.0,0.0,9.63194126199375,19.407176427380886,10.06100399041111,18.56573201227759,19.633787903739822,17.52136843447121,19.633787903739822,17.52136843447121,18.69411018599341,18.674636059795745,0.0,0.0,0.0
HUNTINGTON BEACH HOSPITAL,Orange,2024-01-01,2024-03-31,Open,Comparable,N/A,131,131,5168.0,46299491.0,5464.0,14436396.0,44491223.0,0.0,16244664.0,18159801.0,0.0,0.0,0.0,8.550434525196039,17.650641547074024,8.60611940061064,16.485263145059392,17.694722809683714,15.46989946485397,17.694722809683714,15.46989946485397,16.603275105142945,16.714721027994283,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,131,131,5212.0,44858990.0,5784.0,14907161.0,43540038.0,0.0,16226113.0,18103606.0,0.0,0.0,0.0,8.558910784768106,17.619034594605434,8.663023639627777,16.51735232657126,18.302194416043953,14.470255730140709,18.302194416043953,14.470255730140709,16.602132477673592,16.711621758150034,0.0,0.0,0.0
HUNTINGTON HOSPITAL,Los Angeles,2024-01-01,2024-03-31,Open,Comparable,N/A,510,379,47410.0,825391639.0,32811.0,339942186.0,973670913.0,0.0,191662912.0,206158506.0,0.0,0.0,0.0,10.766609548270218,20.53136854680888,10.39854958112264,19.64428612288105,20.7005761355396,15.46989946485397,20.7005761355396,15.46989946485397,19.071248725553914,19.14415588233416,0.0,0.0,0.0,2024-04-01,2024-06-30,Open,Comparable,N/A,512,366,49696.0,814989056.0,31717.0,339953428.0,964325018.0,0.0,190617466.0,210040640.0,0.0,0.0,0.0,10.813699848089813,20.51868524412113,10.364639622058545,19.64431919266334,20.732831317516585,14.470255730140709,20.732831317516585,14.470255730140709,19.06577918716807,19.162811598528933,0.0,0.0,0.0
